source_id,canonical_event_key,known_class,substation_id,source_event_id,disturbance_row_id,fault_probability,fault_pred,task_context_probability,task_context_pred,activity_candidate_probability,activity_candidate_pred,activity_pre_probability,activity_pre_pred,activity_post_probability,activity_post_pred,final_operational_label,supporting_context_tags,policy_reason,review_required,fault_boundary_near,signal_conflict,window_policy,window_start,window_end,coverage_rate,hard_normal_tag
disturbance_0021,disturbance_0021,fault,7,63.0,21.0,0.7368252388546326,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2015-03-19 07:15:00,2015-03-26 07:15:00,1.0,
disturbance_0022,disturbance_0022,fault,7,36.0,22.0,0.4684026146970357,0.0,,,,0,,,,,normal_or_monitor,,no selected gate/context signal is positive.,True,True,False,fault_pre_7d,2015-03-26 20:05:00,2015-04-02 20:05:00,1.0,
disturbance_0023,disturbance_0023,fault,7,,23.0,0.7679607311947431,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2015-04-03 14:18:00,2015-04-10 14:18:00,0.9950396825396826,
disturbance_0028,disturbance_0028,fault,7,,28.0,0.52774396415489,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,True,True,False,fault_pre_7d,2015-12-17 05:00:00,2015-12-24 05:00:00,1.0,
disturbance_0030,disturbance_0030,fault,7,,30.0,0.5776904301234644,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2016-02-07 09:48:00,2016-02-14 09:48:00,1.0,
disturbance_0031,disturbance_0031,fault,7,67.0,31.0,0.5267629406050824,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,True,True,False,fault_pre_7d,2017-11-19 13:15:00,2017-11-26 13:15:00,1.0,
disturbance_0035,disturbance_0035,fault,7,,35.0,0.6325354942210869,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-12-13 18:20:00,2019-12-20 18:20:00,1.0,
disturbance_0127,disturbance_0127,fault,23,,127.0,0.5723588457437293,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2016-05-25 08:39:00,2016-06-01 08:39:00,0.998015873015873,
disturbance_0080,disturbance_0080,fault,16,,80.0,0.6047294673627818,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2017-07-24 13:39:00,2017-07-31 13:39:00,1.0,
disturbance_0089,disturbance_0089,fault,18,,89.0,0.8401683015979373,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2014-04-25 17:22:00,2014-05-02 17:22:00,1.0,
disturbance_0091,disturbance_0091,fault,18,,91.0,0.6527108887036163,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2014-10-27 14:28:00,2014-11-03 14:28:00,1.0,
disturbance_0092,disturbance_0092,fault,18,,92.0,0.8116291947878652,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2015-01-31 15:39:00,2015-02-07 15:39:00,1.0,
disturbance_0095,disturbance_0095,fault,18,49.0,95.0,0.7325504740655058,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-04-27 07:19:00,2019-05-04 07:19:00,0.9970238095238096,
disturbance_0097,disturbance_0097,fault,19,37.0,97.0,0.5863633980295425,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2018-11-14 09:15:00,2018-11-21 09:15:00,1.0,
disturbance_0099,disturbance_0099,fault,19,,99.0,0.5347947091845561,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,True,True,False,fault_pre_7d,2019-10-01 09:12:00,2019-10-08 09:12:00,1.0,
disturbance_0102,disturbance_0102,fault,19,,102.0,0.3453032578702564,0.0,,,,0,,,,,normal_or_monitor,,no selected gate/context signal is positive.,False,False,False,fault_pre_7d,2019-11-28 15:04:00,2019-12-05 15:04:00,1.0,
disturbance_0108,disturbance_0108,fault,20,34.0,108.0,0.6536944521198468,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2017-05-31 07:34:00,2017-06-07 07:34:00,1.0,
disturbance_0109,disturbance_0109,fault,20,,109.0,0.5952796123329551,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-02-12 10:40:00,2019-02-19 10:40:00,1.0,
disturbance_0149,disturbance_0149,fault,28,47.0,149.0,0.6515671823173953,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-01-06 10:55:00,2020-01-13 10:55:00,1.0,
disturbance_0016,disturbance_0016,fault,5,,16.0,0.8677282810821739,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-01-28 14:02:00,2020-02-04 14:02:00,1.0,
disturbance_0018,disturbance_0018,fault,6,64.0,18.0,0.9267439090865556,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-04-09 09:41:00,2019-04-16 09:41:00,1.0,
disturbance_0038,disturbance_0038,fault,8,44.0,38.0,0.8287228034372107,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2018-04-20 08:15:00,2018-04-27 08:15:00,1.0,
disturbance_0041,disturbance_0041,fault,9,57.0,41.0,0.3719804786653607,0.0,,,,0,,,,,normal_or_monitor,,no selected gate/context signal is positive.,False,False,False,fault_pre_7d,2020-02-17 21:13:00,2020-02-24 21:13:00,1.0,
disturbance_0084,disturbance_0084,fault,17,29.0,84.0,0.7480423186324401,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-01-02 14:18:00,2019-01-09 14:18:00,1.0,
disturbance_0113,disturbance_0113,fault,21,,113.0,0.7566028327609655,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2015-05-31 11:34:00,2015-06-07 11:34:00,1.0,
disturbance_0115,disturbance_0115,fault,21,6.0,115.0,0.4880023134167713,0.0,,,,0,,,,,normal_or_monitor,,no selected gate/context signal is positive.,True,True,False,fault_pre_7d,2016-11-29 13:12:00,2016-12-06 13:12:00,1.0,
disturbance_0118,disturbance_0118,fault,21,,118.0,0.5809570569756064,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2018-04-02 13:51:00,2018-04-09 13:51:00,1.0,
disturbance_0119,disturbance_0119,fault,21,,119.0,0.6206276343752688,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2018-08-31 15:24:00,2018-09-07 15:24:00,1.0,
disturbance_0121,disturbance_0121,fault,21,62.0,121.0,0.9198924980992756,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-01-14 08:17:00,2019-01-21 08:17:00,1.0,
disturbance_0125,disturbance_0125,fault,21,32.0,125.0,0.6304271377229407,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-10-12 10:38:00,2019-10-19 10:38:00,1.0,
disturbance_0053,disturbance_0053,fault,11,5.0,53.0,0.7076532312545076,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2018-11-16 08:30:00,2018-11-23 08:30:00,1.0,
disturbance_0055,disturbance_0055,fault,11,65.0,55.0,0.6061307619269864,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-01-07 11:58:00,2019-01-14 11:58:00,1.0,
disturbance_0059,disturbance_0059,fault,12,3.0,59.0,0.8588261948444582,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2015-11-24 10:56:00,2015-12-01 10:56:00,1.0,
disturbance_0062,disturbance_0062,fault,13,24.0,62.0,0.780848382602519,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2016-07-13 15:17:00,2016-07-20 15:17:00,1.0,
disturbance_0065,disturbance_0065,fault,13,53.0,65.0,0.7351670659862737,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-05-19 10:00:00,2020-05-26 10:00:00,1.0,
disturbance_0143,disturbance_0143,fault,27,23.0,143.0,0.6775605322695619,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-01-13 12:57:00,2020-01-20 12:57:00,1.0,
disturbance_0144,disturbance_0144,fault,27,,144.0,0.8121262132949081,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-03-20 14:34:11,2020-03-27 14:34:11,1.0,
disturbance_0153,disturbance_0153,fault,29,15.0,153.0,0.603365076355487,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-02-29 07:59:43,2020-03-07 07:59:43,1.0,
disturbance_0154,disturbance_0154,fault,29,,154.0,0.7354453071344548,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-05-03 11:09:13,2020-05-10 11:09:13,1.0,
disturbance_0155,disturbance_0155,fault,29,,155.0,0.7322912887278983,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-05-25 10:20:54,2020-06-01 10:20:54,1.0,
disturbance_0160,disturbance_0160,fault,31,45.0,160.0,0.5311560693407533,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,True,True,False,fault_pre_7d,2020-01-06 15:48:00,2020-01-13 15:48:00,1.0,
disturbance_0001,disturbance_0001,fault,26,69.0,1.0,0.556844650728663,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-03-03 15:49:00,2020-03-10 15:49:00,1.0,
disturbance_0008,disturbance_0008,fault,4,60.0,8.0,0.7689455638103908,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2015-03-11 18:54:00,2015-03-18 18:54:00,1.0,
disturbance_0010,disturbance_0010,fault,4,11.0,10.0,0.6601826484683962,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2016-11-11 15:13:00,2016-11-18 15:13:00,1.0,
disturbance_0074,disturbance_0074,fault,14,,74.0,0.712474919206007,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2018-09-23 12:41:00,2018-09-30 12:41:00,1.0,
disturbance_0130,disturbance_0130,fault,24,13.0,130.0,0.3730703639376199,0.0,,,,0,,,,,normal_or_monitor,,no selected gate/context signal is positive.,False,False,False,fault_pre_7d,2016-01-05 12:39:00,2016-01-12 12:39:00,1.0,
disturbance_0135,disturbance_0135,fault,24,38.0,135.0,0.7058336442517988,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2016-10-17 13:55:00,2016-10-24 13:55:00,1.0,
disturbance_0136,disturbance_0136,fault,24,,136.0,0.5232688594064627,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,True,True,False,fault_pre_7d,2016-11-11 07:26:00,2016-11-18 07:26:00,1.0,
disturbance_0141,disturbance_0141,fault,26,7.0,141.0,0.8748030050335697,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-06-06 10:38:00,2020-06-13 10:38:00,1.0,
disturbance_0156,disturbance_0156,fault,30,,156.0,0.7840229116641749,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2019-12-27 13:42:09,2020-01-03 13:42:09,1.0,
disturbance_0158,disturbance_0158,fault,30,10.0,158.0,0.8591994003733705,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-03-09 15:04:00,2020-03-16 15:04:00,1.0,
disturbance_0162,disturbance_0162,fault,32,,162.0,0.70487703394694,1.0,,,,0,,,,,predictive_fault_risk,fault_pred,fault gate is positive; context tags are secondary if present.,False,False,False,fault_pre_7d,2020-03-23 13:19:00,2020-03-30 13:19:00,1.0,
disturbance_0039_task_post_1d,disturbance_0039_task_post_1d,task,8,,39.0,,,0.9649636888009429,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-04-30 05:45:07,2018-05-01 05:45:07,1.0,
disturbance_0042_task_post_1d,disturbance_0042_task_post_1d,task,9,,42.0,,,0.9858786759924006,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2020-02-25 14:11:43,2020-02-26 14:11:43,1.0,
disturbance_0085_task_post_1d,disturbance_0085_task_post_1d,task,17,,85.0,,,0.9581184507057048,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-01-12 11:20:31,2019-01-13 11:20:31,1.0,
disturbance_0086_task_post_1d,disturbance_0086_task_post_1d,task,17,,86.0,,,0.9581184507057048,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-01-12 11:20:32,2019-01-13 11:20:32,1.0,
disturbance_0087_task_post_1d,disturbance_0087_task_post_1d,task,17,,87.0,,,0.9581184507057048,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-01-12 11:20:33,2019-01-13 11:20:33,1.0,
disturbance_0120_task_post_1d,disturbance_0120_task_post_1d,task,21,,120.0,,,0.9645497955181734,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2018-10-02 13:07:52,2018-10-03 13:07:52,1.0,
disturbance_0122_task_post_1d,disturbance_0122_task_post_1d,task,21,,122.0,,,0.9552657339733276,1.0,,0,,,,,maintenance_context_event,task_context_pred,fault gate is not positive and task post-event context is positive.,False,False,False,task_post_1d,2019-01-21 20:10:43,2019-01-22 20:10:43,1.0,
